,lines,character,episode,season
17,I'm in a transition phase right now.,GEORGE,28,3
18,"I need like a bucket of water! I got a car overheating, I got an alarm that won't go off, I'm pressing 'one', I'm pressing 'two', nothing! What do I do?! Help me! Help me!",GEORGE,28,3
19,You got a line in the Woody Allen movie?,GEORGE,28,3
20,You're in the movie? Is he in the scene?,GEORGE,28,3
21,Is that how you're gonna say it?,GEORGE,28,3
22,"""These pretzels are making me thirsty!!""",GEORGE,28,3
23,That was no good?,GEORGE,28,3
24,What was wrong with that? I had a different interpretation! Do you know anything about this pretzel guy?! Maybe he's been in the bar a really long time and he's really depressed because he has no job and no woman and he's parking cars for a living! (out the window to honking cars) Alright! Alright! Shut up! Shut up! I hear you! I'm coming down! These pretzels are making me thirsty!,GEORGE,28,3
25,Oh man.,GEORGE,28,3
26,"Sorry, you don't know what's going on out there! (looks at Owen) Who's he?",GEORGE,28,3
27,What happened?,GEORGE,28,3
28,"I was moving it across the street, I looked up and I saw Woody Allen and I got all distracted.",GEORGE,28,3
29,Woody mentioned me? What did he say?,GEORGE,28,3
30,Should I apologize to Woody?,GEORGE,28,3
31,Well I know how to drive.,GEORGE,28,3
32,"I put my pants on, Sid.",GEORGE,28,3
33,Well I don't want to get into a big dispute about the pants.,GEORGE,28,3
34,Maybe I could call my father.,GEORGE,28,3
35,Do I smell?,GEORGE,28,3
36,He's alright?,GEORGE,28,3
37,"No no no, I got it.",GEORGE,28,3
38,"No come on, let me, let me. I smashed your car, it cost you over two thousand dollars,",GEORGE,28,3
39,"Get out of here, why?",GEORGE,28,3
0,"I'm in awe of his intellect, when he talks it sounds like he's reading from one of his novels.",ELAINE,28,3
1,"Well, he's not a baseball player.",ELAINE,28,3
2,"Yeah. Well, there is one little problem.",ELAINE,28,3
3,He's sixty-six years old.,ELAINE,28,3
4,"Well, go, go.",ELAINE,28,3
5,"Yeah, well, he's in perfect health. He works out, he's vibrant. You'd really like him.",ELAINE,28,3
6,"What do you think, would you go out with a sixty-six year old woman?",ELAINE,28,3
7,What?,ELAINE,28,3
8,"Oh, you mean like this? So it looks like I'm saying something but I'm not really saying anything at all?",ELAINE,28,3
9,"Okay, that's it. I think that's enough, see you later.",ELAINE,28,3
10,"What do you think, you think I'm making a big mistake?",ELAINE,28,3
11,"I love being with him. I mean, I like being with him. It's okay being with him.",ELAINE,28,3
12,I just don't enjoy being with him.,ELAINE,28,3
13,"I'm meeting him for lunch at Chadway's around the corner, do I have to break up with him face to face or can I just wait and do it over the phone?",ELAINE,28,3
14,Seven?,ELAINE,28,3
15,Seven dates is a face-to-face break up?,ELAINE,28,3
16,Hmm... How's the pasta over there?,ELAINE,28,3
17,Today?!,ELAINE,28,3
18,Yeah.,ELAINE,28,3
19,He was laughing?!,ELAINE,28,3
20,Get out!,ELAINE,28,3
21,So was Mia Farrow there?,ELAINE,28,3
22,What's your line?,ELAINE,28,3
23,"Do it like this. ""These pretzels are making me thirsty.""",ELAINE,28,3
24,I'm gonna go break up with Owen.,ELAINE,28,3
25,Call an ambulance.,ELAINE,28,3
26,We were walking down the block right by your house and I was just about to break up with him then all of a sudden he started to twitch.,ELAINE,28,3
27,Tell then to hurry! Hurry!,ELAINE,28,3
28,"I don't know, I don't know, what should we do? We called an ambulance, does anyone know first aid?",ELAINE,28,3
29,What extremities?,ELAINE,28,3
30,"Okay, what about a cold compress? They always do that.",ELAINE,28,3
31,Well use a paper towel.,ELAINE,28,3
32,"No no no no no, that'll, it'll drip all over him.",ELAINE,28,3
33,"No no no no, Kramer, I just had lunch with him, he didn't leave the table.",ELAINE,28,3
34,He is not a drug addict!,ELAINE,28,3
35,A cookie!,ELAINE,28,3
36,How's he gonna chew it?,ELAINE,28,3
37,"Careful, you're getting crumbs all over him.",ELAINE,28,3
38,"You know what, let's put a few cookies in a blender and he could drink it.",ELAINE,28,3
39,"Yes they do, you can liquefy a cookie.",ELAINE,28,3
40,Where is the ambulance?!,ELAINE,28,3
41,I can't believe what's going on out here.,ELAINE,28,3
42,He seems to be breathing.,ELAINE,28,3
43,I know.,ELAINE,28,3
44,Almost.,ELAINE,28,3
45,It's not an easy thing to bring up.,ELAINE,28,3
46,"Aw, you should see his bathrobe, man, it's all silk.",ELAINE,28,3
47,"He does, how'd you know that?",ELAINE,28,3
48,"What happened, what took you so long?!",ELAINE,28,3
49,This guy I'm seeing.,ELAINE,28,3
50,JERRY and ELAINE: Cookies?,ELAINE,28,3
51,"Five seconds. Jerry, I was five seconds away from breaking up with him. Five seconds. The next words out of my mouth were, 'Owen, it's over.'",ELAINE,28,3
52,"Yeah, well, he nods. And I think he understands me, he seems to enjoy it when I read to him.",ELAINE,28,3
53,"So listen, what should I do? I mean if I break up with him now it'll look like I'm abandoning him because of his condition, I'll be ostracized from the community.",ELAINE,28,3
54,Of course there's a community.,ELAINE,28,3
55,"Ahh, it's good, isn't it? Yankee Bean. Why Yankee Bean, huh? Don't they have beans in the south? I mean if you order Yankee Bean in the south, are they offended? Huh? (singing) Yankee Bean, Yankee Bean, I like my Yankee Bean. (she puts the bowl down and wipes Owen's mouth with a napkin) Owen, I think we have to talk. I mean, uh, *I* have to talk. It would be nice if *we* could, but, uh, whatever. Um, don't get me wrong, I like coming here, and uh, feeding you and cleaning a little, and paying your bills, that's good stuff. Good stuff! I have a wonderful time when I'm with you, wonderful! But at this point in my life, I'm not really sure that I'm ready to make a commitment to one person. I'm just not really sure that we have enough in common. For example, I like running in the park, bicycling, roller skating, tennis and skiing, and um, well, I'm gonna be brutally honest with you now, Owen, it's a bitch to get here. It's two subways. I have to transfer at Forty-second Street to take the double-R. Anyway, I mean, this doesn't mean we can't be friends. These pretzels are making me thirsty.",ELAINE,28,3
56,"Can you die from an odor? I mean, like if you were locked in a vomitorium for two weeks, could you actually die from the odor?",ELAINE,28,3
57,"No no no no, I was just down on the forty-second street subway today, it is disgusting. Guess who I bumped into. Owen.",ELAINE,28,3
58,"Yeah, he's almost fully recovered. He told me he was just using me for sex.",ELAINE,28,3
59,Aww.,ELAINE,28,3
0,Who did?,KRAMER,28,3
1,Was it more than just one?,KRAMER,28,3
2,What are they gonna do?,KRAMER,28,3
3,Hello?,KRAMER,28,3
4,Kramer.,KRAMER,28,3
5,"Listen, there's a pair of gloves in the glove compartment.",KRAMER,28,3
6,"Yeah. Listen, could you mail those to me? Or bring them by my building, it's 129 West 81st St.",KRAMER,28,3
7,"Thanks a lot, uh here's Jerry.",KRAMER,28,3
8,"He only works three hours a day. He makes a fortune. Course he's been doing that for years, right Jerry?",KRAMER,28,3
9,You know I'm in that movie?,KRAMER,28,3
10,"Yeah, I'm an extra.",KRAMER,28,3
11,"Well, I was just watching them film yesterday and some guy just asked me.",KRAMER,28,3
12,Clear blue sky!,KRAMER,28,3
13,I got a quality.,KRAMER,28,3
14,"Whoa, whoa!!",KRAMER,28,3
15,"Hey, you know they were supposed to do my scene today?",KRAMER,28,3
16,You know they told me that they wanted me to walk down the block carrying this bag of groceries.,KRAMER,28,3
17,"So I start to walk, and I trip, and the grocery bag goes flying, and Woody, Woody starts laughing.",KRAMER,28,3
18,"Oh yeah, he was drinking something, it started to come out of his nose.",KRAMER,28,3
19,I got a line in the movie!,KRAMER,28,3
20,"Pretty good, huh?",KRAMER,28,3
21,"Oh yeah, yeah, it's me and him. I might have a whole new career on my hands, huh?",KRAMER,28,3
22,"Uh, I didn't see him.",KRAMER,28,3
23,"Oh, well uh, okay I'm there with, uh, Woody, you know, I'm at this bar and, uh, I'm sit-- you know it's Woody Allen, did I mention that?",KRAMER,28,3
24,"So I'm sitting there with Woody and I say, I turn to him and I go, ""Boy, these pretzels are making me thirsty.""",KRAMER,28,3
25,"No, no, I'm working on it.",KRAMER,28,3
26,"No, no. See, that's no good. See, you don't know how to act.",KRAMER,28,3
27,I didn't say anything.,KRAMER,28,3
28,"These pretzels are making me thirsty. (He bites into a pretzel.) Boy, these pretzels are making me thirsty.",KRAMER,28,3
29,What happened here?,KRAMER,28,3
30,What's an extremity?,KRAMER,28,3
31,"You raise the head, you get blood to the feet.",KRAMER,28,3
32,What about a big sponge?,KRAMER,28,3
33,Use a belt.,KRAMER,28,3
34,"LAINE and KRAMER: (at the same time) Yes, yes.",KRAMER,28,3
35,"Yeah, I've seen them do that.",KRAMER,28,3
36,Maybe that's what he's got.,KRAMER,28,3
37,Well he could have dropped acid when you weren't looking.,KRAMER,28,3
38,Can you give him a cookie?,KRAMER,28,3
39,I got him chewing but I don't think he's gonna swallow.,KRAMER,28,3
40,Alright I'll get a blender.,KRAMER,28,3
41,You got a blender.,KRAMER,28,3
42,"What are you doing out there?! You're holding up the production of the movie! We can't shoot and Woody, he's really mad at you.",KRAMER,28,3
43,"He said, 'Who's the moron in the blue jacket who's got the street all screwed up?'",KRAMER,28,3
44,"Alright, I'll tell you what. Next time I talk to him, maybe I'll bring it up. I'll feel him out.",KRAMER,28,3
45,"Hey, you seen the paper yet?",KRAMER,28,3
46,Yeah. There's an article in there about that writer.,KRAMER,28,3
47,"Uh huh, that's the guy that was here. You're the friend.",KRAMER,28,3
48,I got fired from the movie.,KRAMER,28,3
49,"Well, you know they were gonna shoot it today, and uh, we rehearsed it twice, then Woody yells 'Action!' and I turn to him and I say, 'These pretzels are making me thirsty' and I took a swig of beer, ya know, and I slammed the glass down on the bar and it shattered.",KRAMER,28,3
50,"Well, one of the pieces must have hit Woody. He started crying. And he yells out, 'I'm bleeding' and he runs off. Anyway, this woman, she came up to me and she says, 'You're fired.' Boy I really nailed that scene.",KRAMER,28,3
0,"I'm sorry it's gotta be a little bit of a scary place to work. I don't know how you feel about it. You want to be standing there having people comming in all day going ""I need knives. I need more knives. Do you have any bigger knives? I'd like a bigger knife, a big, long, sharp knife, that's what I'm in the market for. I like them really sharp. Do you have one with hooks and gouges like blades and kind of serrated? That's the kind of knife I'm looking for. I need one I can throw. I need another one I can just hack away with. Do you have anything like that?",JERRY,29,3
1,"Oh yeah, like you know what you're talking about.",JERRY,29,3
2,Well what do you think? They put the statue on a giant raft and a tugboat pulled it all the way from France?,JERRY,29,3
3,I don't know. It's too early for a Christmas party isn't it?,JERRY,29,3
4,It was a gift.,JERRY,29,3
5,If they like each other.,JERRY,29,3
6,See that guy he's talking with? That's her new boyfriend.,JERRY,29,3
7,Yeah. They're having a little fling so don't say anything.,JERRY,29,3
8,You don't. He's a recovering alcoholic.,JERRY,29,3
9,Yeah. He's been off the wagon for two years.,JERRY,29,3
10,I think it's off the wagon.,JERRY,29,3
11,What am I doing here? Ba-boom (holding out a present),JERRY,29,3
12,Hey keep your hands to yourself if you know what's good for you.,JERRY,29,3
13,Under the sofa cushion.,JERRY,29,3
14,It's your Christmas present.,JERRY,29,3
15,"""The guy?""",JERRY,29,3
16,Cranberry juice?,JERRY,29,3
17,So... I'm Jerry. (he puts down the drink),JERRY,29,3
18,Why don't get we together New Years day and watch some football.,JERRY,29,3
19,"There. (turns to George) So, how did it go?",JERRY,29,3
20,"Oh, uh, I think maybe Dick picked up yours.",JERRY,29,3
21,"I didn't know you meant *hold* it, I thought you meant hold it.",JERRY,29,3
22,I never feel comfortable in the women's department. I feel like I'm just a *little* too close to trying on a dress.,JERRY,29,3
23,Hey the woman got you a job. The least you could do is buy her a gift. How about this?,JERRY,29,3
24,Yeah. She would love cashmere.,JERRY,29,3
25,Look at this. It's 85 dollars marked down from 600.,JERRY,29,3
26,Oh it's damaged. (grabbing the sweater),JERRY,29,3
27,It's hard to say.,JERRY,29,3
28,Well I can see it.,JERRY,29,3
29,Well what do you want me to do? Not look at it?,JERRY,29,3
30,It's hard to pretend because I know where it is.,JERRY,29,3
31,You want me to take an overview?,JERRY,29,3
32,I see a very cheap man holding a sweater trying to get away with something. That's my overview.,JERRY,29,3
33,Yeah so?,JERRY,29,3
34,"Oh boy, can you smell it?",JERRY,29,3
35,Well if you can't smell it then he hasn't been drinking.,JERRY,29,3
36,Yes you do.,JERRY,29,3
37,Yes you would.,JERRY,29,3
38,I'll prove it. Would you do me a favor?,JERRY,29,3
39,Would you take a drink and let us smell you?,JERRY,29,3
40,I got a bottle of scotch my uncle gave me. It's Hennigans. It's been here for two years. I've been using it as a paint thinner.,JERRY,29,3
41,I don't smell anything.,JERRY,29,3
42,Yeah.,JERRY,29,3
43,Come on up.,JERRY,29,3
44,Kramer. Yeah that'll do.,JERRY,29,3
45,I tried to stop him. I couldn't. He just wants to make people happy.,JERRY,29,3
46,"(uncomfortable) Uh, I don't know. Uh, I don't know.",JERRY,29,3
47,I don't know.,JERRY,29,3
48,Ahem. Say that again?,JERRY,29,3
49,Do I see it... or don't I? That's the question.,JERRY,29,3
50,Now what did you ask me again.,JERRY,29,3
51,"You had sex with the cleaning woman on your desk? Who are you, how did you do that?",JERRY,29,3
52,"Yeah chambermaids, I'm attracted to them too.",JERRY,29,3
53,It's a woman in your room. So go ahead.,JERRY,29,3
54,Convulsing?,JERRY,29,3
55,"I don't know, I'm trying to help you.",JERRY,29,3
56,You don't drink.,JERRY,29,3
57,So you started drinking.,JERRY,29,3
58,So how was it?,JERRY,29,3
59,Good thing the cleaning lady was there.,JERRY,29,3
60,"You mean to tell me if I had put that drink six inches over to the right, and none of this would have happened.",JERRY,29,3
61,What are you saying?,JERRY,29,3
62,You're saying something.,JERRY,29,3
63,Well you're not saying nothing you must be saying something.,JERRY,29,3
64,Well why don't you say it?,JERRY,29,3
65,What did you say?,JERRY,29,3
66,Yeah?,JERRY,29,3
67,Come on up.,JERRY,29,3
68,No I didn't.,JERRY,29,3
69,I didn't have an expression. I have a deviated septum. I have to open my mouth sometimes to breathe.,JERRY,29,3
70,"Frankly I am shocked that you would ask such a question (Elaine sticking out her tongue like she isn't buying a word of it) of me, that you would think - the only surprise is how you could even think of that. That's what you were seeing.",JERRY,29,3
71,Elaine is in the bathroom. She's wise to whole red dot thing. She's asking me all kinds of questions.,JERRY,29,3
72,No.,JERRY,29,3
73,I'm not swearing. I don't want to swear.,JERRY,29,3
74,No.,JERRY,29,3
75,I didn't tell her you stupid idiot. She tricked you.,JERRY,29,3
76,"I was in the men's room the other day and they had the hand blower, instead of the paper towels, you know this thing. I like the hand blower I have to say. It takes a little bit longer, but I feel when you're in a room with a revolting stench you want to spend as much time as you can.",JERRY,29,3
77,"Oh, wait a second, I believe we have a heckler ladies and gentlemen. Hey Dick I don't know what your problem is. It's not my fault you're back on the wagon.",JERRY,29,3
